标题,标题链接,sal,er,er2,er1,字段1,采集时间,抓取时间
ERP数据录入文员,https://jobs.51job.com/hangzhou/172076883.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,7-8千,厦门凯鑫盛硕科技,,民营,50-150人,,2026-05-14 20:37:36
社会责任审核员 / 江浙 居家办公,https://jobs.51job.com/hangzhou/172064596.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8千-1.2万,广东泛标认证服务,,民营,150-500人,,2026-05-14 20:37:36
体系审核员 全国可投 就近工作,https://jobs.51job.com/hangzhou-xsq/172074598.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8千-1.5万,浙江标服认证,,民营,少于50人,,2026-05-14 20:37:36
地铁接触网维保人员,https://jobs.51job.com/hangzhou/172063562.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,4.5-8千,西安利坤达工程,,民营,10000人以上,,2026-05-14 20:37:36
库房管理员,https://jobs.51job.com/all/172055819.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,7.5-9.5千,浙江蚂蚁直聘企业管理咨询,,民营,50-150人,,2026-05-14 20:37:36
电子厂260/天管吃住/活简单/当天面试入职,https://jobs.51job.com/hangzhou/172055303.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,7-7.5千·14薪,群英汇聚信息科技（青岛）,,民营,500-1000人,,2026-05-14 20:37:36
高级硬件工程师,https://jobs.51job.com/hangzhou/172054090.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,2.9-4.5万,杭州永谐科技,,民营,150-500人,,2026-05-14 20:37:36
国企车险电话销售接受实习生,https://jobs.51job.com/hangzhou-qtq/172051929.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,6千-1.2万·13薪,中国大地财产保险,,国企,10000人以上,,2026-05-14 20:37:36
EU欧盟有机及GGAP认证检查员,https://jobs.51job.com/hangzhou-gsq/172050459.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-2万,中瑞检验,,外资（欧美）,1000-5000人,,2026-05-14 20:37:36
erp实施,https://jobs.51job.com/all/172055786.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,9.5千-1.2万,浙江蚂蚁直聘企业管理咨询,,民营,50-150人,,2026-05-14 20:37:36
新能源企业运维（五险一金 包吃住）,https://jobs.51job.com/hangzhou/172048372.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,5千-1万,河北中聘人力资源服务,,民营,少于50人,,2026-05-14 20:37:36
总账会计,https://jobs.51job.com/hangzhou/172055534.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-1.3万,浙江蚂蚁直聘企业管理咨询,,民营,50-150人,,2026-05-14 20:37:36
海外商务拓展（亚太区域）,https://jobs.51job.com/hangzhou-qtq/172047389.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.5-2万,杭州珞米医疗科技,,合资,少于50人,,2026-05-14 20:37:36
商用车底盘结构工程师,https://jobs.51job.com/hangzhou/172046488.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.5-2.5万·14薪,奈欣管理咨询（杭州）,,民营,少于50人,,2026-05-14 20:37:36
宁波销售经理,https://jobs.51job.com/all/172051869.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,5千-1万,浙江叶氏酒业,,民营,少于50人,,2026-05-14 20:37:36
产品工程师,https://jobs.51job.com/hangzhou-yhq/172066885.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-1.5万·13薪,浙江瑞银电子,,民营,150-500人,,2026-05-14 20:37:36
海外商务拓展（欧洲区域）,https://jobs.51job.com/hangzhou-qtq/172047283.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.5-2万,杭州珞米医疗科技,,合资,少于50人,,2026-05-14 20:37:36
高端童装导购员-杭州大厦,https://jobs.51job.com/hangzhou-gsq/172072402.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,4-6千·13薪,利童（上海）商贸服务,,外资（非欧美）,500-1000人,,2026-05-14 20:37:36
场景地编,https://jobs.51job.com/hangzhou/172069768.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8千-1.3万,杭州数字场景科技,,民营,少于50人,,2026-05-14 20:37:58
电气工程师,https://jobs.51job.com/all/172055335.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-1.3万,浙江蚂蚁直聘企业管理咨询,,民营,50-150人,,2026-05-14 20:37:58
HRBP（杭州）,https://jobs.51job.com/hangzhou/172055250.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.1-1.4万,浙江蚂蚁直聘企业管理咨询,,民营,50-150人,,2026-05-14 20:37:58
大区销售经理,https://jobs.51job.com/hangzhou-xhq/172046754.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,5千-1万,杭州新时空未来科技,,民营,少于50人,,2026-05-14 20:37:58
美体美容师,https://jobs.51job.com/hangzhou/172040546.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,4-8千,杭州市上城区菲洛丹美容店（个体工商户）,,民营,少于50人,,2026-05-14 20:37:58
制冷循环仿真工程师,https://jobs.51job.com/all/172055237.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.2-1.7万,浙江蚂蚁直聘企业管理咨询,,民营,50-150人,,2026-05-14 20:37:58
足疗师,https://jobs.51job.com/hangzhou/172067902.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,3-4.9千,桐庐县横村镇桐江汇养生保健服务部（个体工商户）,,民营,少于50人,,2026-05-14 20:37:58
裱花师,https://jobs.51job.com/hangzhou/172054011.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,5-7千,杭州余杭新枫绘食品商行,,民营,少于50人,,2026-05-14 20:37:58
销售经理,https://jobs.51job.com/hangzhou-gsq/172028034.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.8-2万,浙江网安信创电子技术,,民营,少于50人,,2026-05-14 20:37:58
销售专员（无经验小白）,https://jobs.51job.com/hangzhou-gsq/172070154.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,6千-1.2万,上海宏族信息咨询,,民营,50-150人,,2026-05-14 20:37:58
居家主播 （时间自由 小白可学）,https://jobs.51job.com/hangzhou/172056486.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,5千-1万,松滋市挽风仟亿文化传媒工作室（个体工商户）,,民营,少于50人,,2026-05-14 20:37:58
外贸业务员,https://jobs.51job.com/hangzhou/172072032.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,5千-1万·13薪,台州悦康包装科技有限公司杭州,,民营,50-150人,,2026-05-14 20:37:58
切配洗碗员,https://jobs.51job.com/hangzhou/172051110.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,4.5-5.5千,杭州萧山北干街道蛙鱼东巢火锅店（个体工商户）,,民营,少于50人,,2026-05-14 20:37:58
主播,https://jobs.51job.com/hangzhou/172029137.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,3-6千,杭州卓汇教育咨询,,创业公司,50-150人,,2026-05-14 20:37:58
接发助理，技师，学徒,https://jobs.51job.com/hangzhou/172065516.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,4-8千,杭州市上城区优咔理发店（个体工商户）,,民营,少于50人,,2026-05-14 20:37:58
美业销售,https://jobs.51job.com/hangzhou-scq/172066093.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-2万,杭州修芙缇医疗科技,,民营,少于50人,,2026-05-14 20:37:58
市场分析师,https://jobs.51job.com/hangzhou-gsq/172056629.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.2-1.4万·13薪,上海侃惠电子科技,,民营,少于50人,,2026-05-14 20:37:58
战略咨询助理,https://jobs.51job.com/hangzhou-xsq/172057787.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.1-1.3万·13薪,昆山市贝尔儿童用品,,民营,500-1000人,,2026-05-14 20:37:58
法务合规专员,https://jobs.51job.com/hangzhou-xsq/172075159.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-1.4万·13薪,宁波美鹰家居集团,,民营,150-500人,,2026-05-14 20:37:58
海外法务总监（综合）,https://jobs.51job.com/hangzhou-yhq/172070737.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,5-7万,天能电池集团,,民营,10000人以上,,2026-05-14 20:37:58
市场调研专员,https://jobs.51job.com/hangzhou-xsq/172063471.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,6-7千,杭州星拓源生物科技,,外资（欧美）,50-150人,,2026-05-14 20:38:20
医疗器械知识产权运营中心技术经纪人专员,https://jobs.51job.com/hangzhou-qtq/172058130.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,12-20万/年,浙江省医疗器械检验研究院（国家食品药品监督管理局杭州医疗器械质量监督检验中心）,,事业单位,150-500人,,2026-05-14 20:38:20
市场调研分析师,https://jobs.51job.com/hangzhou/172056617.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,6-8千,合肥康烬百货,,民营,50-150人,,2026-05-14 20:38:20
私银投资顾问岗,https://jobs.51job.com/hangzhou/172076236.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,30-35万/年,前锦网络信息技术（上海）,,已上市,5000-10000人,,2026-05-14 20:38:20
网球老师,https://jobs.51job.com/hangzhou-xhq/172058346.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8-9千,浙江北麓实业控股集团,,民营,150-500人,,2026-05-14 20:38:20
技术操作员,https://jobs.51job.com/hangzhou-scq/172058643.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,6千-1万,浙江数汇云科技,,民营,少于50人,,2026-05-14 20:38:20
市场分析师,https://jobs.51job.com/hangzhou-xsq/172057579.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.1-1.3万·13薪,昆山市贝尔儿童用品,,民营,500-1000人,,2026-05-14 20:38:20
托育实习助教,https://jobs.51job.com/hangzhou-bjq/172070977.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,3-3.2千,浙江绿城乐真教育科技集团,,民营,150-500人,,2026-05-14 20:38:20
法务助理,https://jobs.51job.com/hangzhou-scq/172060979.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-1.2万,杭州忽飒商贸,,民营,50-150人,,2026-05-14 20:38:20
租户设计（TDM）,https://jobs.51job.com/hangzhou-yhq/172075979.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.2-1.8万,印力,,合资,1000-5000人,,2026-05-14 20:38:20
坯布采购,https://jobs.51job.com/hangzhou-lpq/172054333.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8千-1.2万,上海永宗实业,,民营,50-150人,,2026-05-14 20:38:20
黄金分析师,https://jobs.51job.com/hangzhou-bjq/172053645.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,12-24万/年,深圳恒盈亿软件科技,,民营,少于50人,,2026-05-14 20:38:20
服装制版师/打版师,https://jobs.51job.com/hangzhou-bjq/172050952.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-1.5万·13薪,锐狮远东有限公司杭州代表处,,外企代表处,少于50人,,2026-05-14 20:38:20
景观设计助理（建模岗）,https://jobs.51job.com/hangzhou-gsq/172050811.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,4.5-8千,浙江城建规划设计院,,民营,150-500人,,2026-05-14 20:38:20
法务主管,https://jobs.51job.com/hangzhou-xhq/172047490.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,6千-1万·13薪,浙江商达公用集团,,国企,150-500人,,2026-05-14 20:38:20
建筑设计助理,https://jobs.51job.com/hangzhou/172047303.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,7千-1.3万·13薪,杭州筑鼎建筑工程设计,,民营,少于50人,,2026-05-14 20:38:20
法律纠纷案件管理岗,https://jobs.51job.com/hangzhou-bjq/172046291.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8千-1.2万,中铁建工集团第四建设,,国企,1000-5000人,,2026-05-14 20:38:20
植物设计师,https://jobs.51job.com/hangzhou-gsq/172050408.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,7.5千-1.2万,浙江城建规划设计院,,民营,150-500人,,2026-05-14 20:38:20
医学总监,https://jobs.51job.com/hangzhou-bjq/172046094.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,6-10万,无锡云翼未来科技发展,,民营,少于50人,,2026-05-14 20:38:20
CAD制图员,https://jobs.51job.com/hangzhou/172047254.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,7千-1.3万·13薪,杭州筑鼎建筑工程设计,,民营,少于50人,,2026-05-14 20:38:20
合规风控管理岗,https://jobs.51job.com/hangzhou-bjq/172046259.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8千-1.2万,中铁建工集团第四建设,,国企,1000-5000人,,2026-05-14 20:38:42
产后修复-理疗师,https://jobs.51job.com/hangzhou-scq/172045311.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8千-1.5万,杭州十月结晶母婴用品,,民营,500-1000人,,2026-05-14 20:38:42
骨胶水研发工程师,https://jobs.51job.com/hangzhou/171025846.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.5-2.5万·14薪,浙江狄赛生物科技,,民营,50-150人,,2026-05-14 20:38:42
技术支持（建筑设计方向）,https://jobs.51job.com/hangzhou/172047167.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,7千-1.3万·13薪,杭州筑鼎建筑工程设计,,民营,少于50人,,2026-05-14 20:38:42
城市经理,https://jobs.51job.com/hangzhou/170674133.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-2万,美团,,已上市,10000人以上,,2026-05-14 20:38:42
药物合成/有机合成研究员,https://jobs.51job.com/hangzhou/164497352.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,9千-1.8万·15薪,杭州中美华东制药,,已上市,10000人以上,,2026-05-14 20:38:42
服装工艺师,https://jobs.51job.com/hangzhou-gsq/156076483.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,7千-1万·13薪,杭州悦恒服装科技,,民营,50-150人,,2026-05-14 20:38:42
产品工程师,https://jobs.51job.com/hangzhou-fyq/153134594.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-2万,杭州思泰微电子,,民营,少于50人,,2026-05-14 20:38:42
线上运营专员,https://jobs.51job.com/hangzhou-qtq/163763198.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,7千-1万,杭州沈氏节能科技,,民营,150-500人,,2026-05-14 20:38:42
日本担当,https://jobs.51job.com/hangzhou-xsq/153379245.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,6-8千·13薪,吉明美（杭州）汽配,,外资（欧美）,少于50人,,2026-05-14 20:38:42
机械设备主管,https://jobs.51job.com/hangzhou-tlx/159503487.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-1.5万,上海万紫千红珠光效应材料,,已上市,1000-5000人,,2026-05-14 20:38:42
店铺销售-杭州万象城(Sandro&Maje),https://jobs.51job.com/hangzhou/136165051.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8千-1.5万,晟慕（上海）商贸,,外资（欧美）,150-500人,,2026-05-14 20:38:42
电子档案管理员（五险一金）,https://jobs.51job.com/hangzhou-xhq/171986512.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,7千-1万·13薪,杭州小马当先企业管理咨询,,民营,50-150人,,2026-05-14 20:38:42
模具设计高级工程师,https://jobs.51job.com/hangzhou-xsq/168749267.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.5-2.5万,杭州同瑞机械制造,,民营,50-150人,,2026-05-14 20:38:42
普工/操作工,https://jobs.51job.com/hangzhou-fyq/170655170.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,5-8千,杭州百隆电子,,民营,50-150人,,2026-05-14 20:38:42
投资者关系经理,https://jobs.51job.com/hangzhou/171754919.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.8-2.5万,浙江狄赛生物科技,,民营,50-150人,,2026-05-14 20:38:42
物业工程师--商业/办公楼,https://jobs.51job.com/hangzhou-scq/171085850.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-1.3万,来福士（杭州）房地产开发,,外资（非欧美）,10000人以上,,2026-05-14 20:38:42
高压试验技术员,https://jobs.51job.com/hangzhou-scq/169989516.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8千-1.2万,杭州广源电力工程,,民营,少于50人,,2026-05-14 20:38:42
小象超市-配送城市经理（华中&华西）,https://jobs.51job.com/hangzhou/172000406.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,3-5万,美团,,已上市,10000人以上,,2026-05-14 20:38:42
非标高级电气工程师,https://jobs.51job.com/hangzhou-lpq/171151734.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-2万,浙江中骐科技,,民营,150-500人,,2026-05-14 20:38:42
作业员（应届大专）,https://jobs.51job.com/hangzhou-yhq/152046502.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,5-6千·13薪,浙江尚越新能源开发,,民营,150-500人,,2026-05-14 20:39:04
普工/操作工,https://jobs.51job.com/hangzhou/171744339.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,5-6.5千,深圳麦格米特电气,,已上市,5000-10000人,,2026-05-14 20:39:04
数据分析师,https://jobs.51job.com/hangzhou-scq/142815527.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-1.7万,北京经世万方信息技术,,民营,50-150人,,2026-05-14 20:39:04
仪表工程师,https://jobs.51job.com/hangzhou-tlx/162580499.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,6-8千,上海万紫千红珠光效应材料,,已上市,1000-5000人,,2026-05-14 20:39:04
嵌入式硬件工程师,https://jobs.51job.com/hangzhou-yhq/169679671.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,15-20万/年,浙江大学金华研究院,,事业单位,50-150人,,2026-05-14 20:39:04
高级推广主任/推广主任（媒体）,https://jobs.51job.com/hangzhou-scq/171376153.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-1.8万,杭州新汇东置业,,合资,150-500人,,2026-05-14 20:39:04
行政总助,https://jobs.51job.com/hangzhou/134501776.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,7-9.5千,浙江正合石化,,民营,少于50人,,2026-05-14 20:39:04
经理,https://jobs.51job.com/hangzhou-xsq/168548019.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,17-30万/年,致同会计师事务所（特殊普通合伙）杭州分所,,民营,150-500人,,2026-05-14 20:39:04
展台设计师（五险一金）,https://jobs.51job.com/hangzhou-xhq/171986792.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1.6-1.9万·13薪,杭州小马当先企业管理咨询,,民营,50-150人,,2026-05-14 20:39:04
招聘专员,https://jobs.51job.com/hangzhou-gsq/170744725.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,6千-1万·13薪,杭州悦恒服装科技,,民营,50-150人,,2026-05-14 20:39:04
GIS数据项目经理,https://jobs.51job.com/hangzhou-xhq/134801384.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,8千-1万,浙江省土地信息中心,,民营,少于50人,,2026-05-14 20:39:04
FAE现场应用工程师-杭州 (MJ000463),https://jobs.51job.com/hangzhou-xhq/167570515.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,2-4万·16薪,思瑞浦微电子科技（苏州）,,已上市,500-1000人,,2026-05-14 20:39:04
包装平面设计（双休+五险一金）,https://jobs.51job.com/hangzhou-xhq/171986544.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,1-1.3万·13薪,杭州小马当先企业管理咨询,,民营,50-150人,,2026-05-14 20:39:04
大模型系统架构师（省人工智能中心）,https://jobs.51job.com/hangzhou/156270074.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,60-80万/年,中国电信股份有限公司浙江,,国企,5000-10000人,,2026-05-14 20:39:04
注塑工艺工程师 Process Engineer 工作地：黄山市,https://jobs.51job.com/hangzhou-xsq/170507133.html?s=sou_sou_soulb&t=0_0&req=d3df0c11c6d331793539754d475d2d99,10-15万/年,圣戈班汇杰（杭州）新材料,,外资（欧美）,50-150人,,2026-05-14 20:39:04
